Nombre Algoritmo, Dataset (con restricciones), Semilla, Infeasible, IntraCluster, Fitness, Ellapsed(s)
MultiStartLocalSearch, zoo_set_const_10, 123456789, 10, 0.6070708482459535, 0.6828471849880123, 0.8937188580000001
MultiStartLocalSearch, zoo_set_const_20, 123456789, 13, 0.7192447817859927, 0.7717398361211164, 0.711710809
MultiStartLocalSearch, glass_set_const_10, 123456789, 52, 0.19447064720940796, 0.24564077578075916, 3.236174901
MultiStartLocalSearch, glass_set_const_20, 123456789, 29, 0.2508795844709143, 0.2659772613311223, 4.407926226
MultiStartLocalSearch, bupa_set_const_10, 123456789, 465, 0.13666726704747575, 0.2612817993363449, 7.446726228
MultiStartLocalSearch, bupa_set_const_20, 123456789, 770, 0.14832338788830232, 0.2556929857761504, 10.494183343
MultiStartLocalSearch, zoo_set_const_10, 234567891, 11, 0.6179774123026469, 0.7013313827189116, 0.9668995290000001
MultiStartLocalSearch, zoo_set_const_20, 234567891, 26, 0.6654705137180704, 0.7704606223883177, 0.8752364800000001
MultiStartLocalSearch, glass_set_const_10, 234567891, 31, 0.2270651444849884, 0.25757041344098625, 3.584127612
MultiStartLocalSearch, glass_set_const_20, 234567891, 106, 0.20932382523950302, 0.2645084372112978, 4.556946996
MultiStartLocalSearch, bupa_set_const_10, 234567891, 454, 0.14222476883019283, 0.2638914304627661, 7.808785276
MultiStartLocalSearch, bupa_set_const_20, 234567891, 770, 0.14374989567452992, 0.251119493562378, 10.965931039
MultiStartLocalSearch, zoo_set_const_10, 3456789, 8, 0.6295776245545305, 0.6901986939481776, 0.908928574
MultiStartLocalSearch, zoo_set_const_20, 3456789, 46, 0.6246677856466067, 0.8104195163708904, 0.860451768
MultiStartLocalSearch, glass_set_const_10, 3456789, 43, 0.21224420958479304, 0.25455796974956424, 3.627892793
MultiStartLocalSearch, glass_set_const_20, 3456789, 34, 0.24759513308427866, 0.26529585767900526, 4.661647537
MultiStartLocalSearch, bupa_set_const_10, 3456789, 449, 0.14074486681408915, 0.2610715872392552, 7.828540766
MultiStartLocalSearch, bupa_set_const_20, 3456789, 781, 0.14380156546154155, 0.25270501474778745, 11.109466958
MultiStartLocalSearch, zoo_set_const_10, 456789123, 13, 0.6571737016683599, 0.7556829394330363, 0.9644921080000001
MultiStartLocalSearch, zoo_set_const_20, 456789123, 10, 0.7336224605901983, 0.7740032716172165, 0.9396110110000001
MultiStartLocalSearch, glass_set_const_10, 456789123, 58, 0.18454482471469474, 0.24161919889043262, 3.763199178
MultiStartLocalSearch, glass_set_const_20, 456789123, 26, 0.24949480423129014, 0.263030652450787, 4.89281703
MultiStartLocalSearch, bupa_set_const_10, 456789123, 429, 0.14534200509130138, 0.2603089606868387, 7.784710947
MultiStartLocalSearch, bupa_set_const_20, 456789123, 860, 0.1441182495977935, 0.2640375407452602, 11.024793888
MultiStartLocalSearch, zoo_set_const_10, 567891234, 10, 0.6137695536030879, 0.6895458903451468, 1.06827541
MultiStartLocalSearch, zoo_set_const_20, 567891234, 13, 0.7318532133187815, 0.7843482676539052, 0.835681882
MultiStartLocalSearch, glass_set_const_10, 567891234, 57, 0.19224316479263792, 0.24833349803431135, 3.589407509
MultiStartLocalSearch, glass_set_const_20, 567891234, 117, 0.19873920883844223, 0.259650525826178, 4.6700524
MultiStartLocalSearch, bupa_set_const_10, 567891234, 435, 0.1442832118773189, 0.26085809692174483, 7.898895154
IterativeLocalSearchBasic, zoo_set_const_10, 123456789, 13, 0.6075237643239102, 0.7060330020885867, 0.17195848200000002
IterativeLocalSearchBasic, zoo_set_const_20, 123456789, 30, 0.7180362670157564, 0.839178700096811, 0.18165857400000002
IterativeLocalSearchBasic, glass_set_const_10, 123456789, 87, 0.2111249821754527, 0.29673654343905953, 0.832238323
IterativeLocalSearchBasic, glass_set_const_20, 123456789, 46, 0.26372178777074823, 0.28766982692831955, 1.134536177
IterativeLocalSearchBasic, bupa_set_const_10, 123456789, 509, 0.14351367833505863, 0.27991969324911103, 4.338852496
IterativeLocalSearchBasic, bupa_set_const_20, 123456789, 942, 0.1447214936969942, 0.27607494981433556, 6.452946682
IterativeLocalSearchBasic, zoo_set_const_10, 234567891, 7, 0.6945561044632221, 0.7475995401826633, 0.18508596500000002
IterativeLocalSearchBasic, zoo_set_const_20, 234567891, 12, 0.7151582579295209, 0.7636152311619427, 0.27614468600000003
IterativeLocalSearchBasic, glass_set_const_10, 234567891, 77, 0.18738255903863976, 0.2631537109616021, 0.842431339
IterativeLocalSearchBasic, glass_set_const_20, 234567891, 36, 0.24767776947232184, 0.2664197131608559, 1.133563659
IterativeLocalSearchBasic, bupa_set_const_10, 234567891, 301, 0.12605051609430343, 0.20671497678021655, 4.841038716
IterativeLocalSearchBasic, bupa_set_const_20, 234567891, 1121, 0.15297847488673813, 0.30929187648709877, 6.254148346
IterativeLocalSearchBasic, zoo_set_const_10, 3456789, 12, 0.7956306724421796, 0.8865622765326502, 0.145059098
IterativeLocalSearchBasic, zoo_set_const_20, 3456789, 32, 0.7041903288773389, 0.8334089241637971, 0.18982579100000002
IterativeLocalSearchBasic, glass_set_const_10, 3456789, 39, 0.2117694473223226, 0.250147043750836, 0.8182206030000001
